"Local time in Tallinn (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"25.06.2022 19:00";"24.8";"761.7";"764.6";"-0.3";"44";"Wind blowing from the north";"2";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"17.2";"26.2";"";"";"";"";"";"35.0";"11.8";"No precipitation";"3";"";"";"";"";
"25.06.2022 18:00";"25.4";"761.6";"764.5";"-0.4";"44";"Wind blowing from the north-northeast";"3";"";"";"no clouds";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"15.3";"26.2";"";"";"";"";"";"35.0";"12.1";"No precipitation";"3";"";"";"";"";
"25.06.2022 17:00";"25.2";"761.8";"764.7";"-0.3";"47";"Wind blowing from the north-northeast";"4";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"12.4";"26.2";"";"";"";"";"";"35.0";"13.2";"No precipitation";"3";"";"";"";"";
"25.06.2022 16:00";"25.2";"762.0";"764.8";"-0.1";"46";"Wind blowing from the north-northeast";"4";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"11.6";"26.2";"";"";"";"";"";"35.0";"12.9";"No precipitation";"3";"";"";"";"";
"25.06.2022 15:00";"24.9";"762.0";"764.9";"-0.1";"44";"Wind blowing from the north-northeast";"3";"";"";"no clouds";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.6";"25.9";"";"";"";"";"";"35.0";"11.9";"No precipitation";"3";"";"";"";"";
"25.06.2022 14:00";"24.5";"762.1";"765.1";"0.1";"52";"Wind blowing from the north-northeast";"3";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"11.6";"25.9";"";"";"";"";"";"35.0";"14.0";"No precipitation";"3";"";"";"";"";
"25.06.2022 13:00";"25.9";"762.1";"765.0";"0.2";"47";"Wind blowing from the north-northeast";"3";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"11.6";"25.9";"";"";"";"";"";"35.0";"13.7";"No precipitation";"3";"";"";"";"";
"25.06.2022 12:00";"25.6";"762.1";"765.0";"0.2";"48";"Wind blowing from the north-northeast";"2";"";"";"no clouds";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.6";"25.6";"";"";"";"";"";"35.0";"13.7";"No precipitation";"3";"";"";"";"";
"25.06.2022 11:00";"24.7";"762.0";"764.9";"0.2";"53";"Wind blowing from the north";"2";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"11.6";"25.0";"";"";"";"";"";"35.0";"14.4";"No precipitation";"3";"";"";"";"";
"25.06.2022 10:00";"24.2";"761.9";"764.8";"0.4";"47";"Wind blowing from the west-southwest";"1";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"11.6";"24.3";"";"";"";"";"";"35.0";"12.3";"No precipitation";"3";"";"";"";"";
"25.06.2022 09:00";"22.3";"761.9";"764.8";"0.7";"59";"Wind blowing from the west";"1";"";"";"no clouds";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.6";"22.7";"";"";"";"";"";"35.0";"13.8";"No precipitation";"12";"";"";"";"";
"25.06.2022 08:00";"19.8";"761.8";"764.8";"0.6";"72";"Wind blowing from the west";"2";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"11.6";"21.3";"";"";"";"";"";"35.0";"14.5";"No precipitation";"3";"";"";"";"";
"25.06.2022 07:00";"17.2";"761.5";"764.5";"0.5";"82";"Wind blowing from the south-southwest";"1";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"11.6";"21.9";"";"";"";"";"";"35.0";"14.0";"No precipitation";"3";"";"";"";"";
"25.06.2022 06:00";"15.2";"761.2";"764.2";"0.4";"89";"Wind blowing from the south";"1";"";"";"no clouds";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.6";"22.5";"";"";"";"";"";"35.0";"13.3";"No precipitation";"3";"";"";"";"";
"25.06.2022 05:00";"12.6";"761.2";"764.2";"0.4";"94";"Wind blowing from the south-southwest";"1";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"11.6";"22.5";"";"";"";"";"";"29.0";"11.7";"No precipitation";"3";"";"";"";"";
"25.06.2022 04:00";"12.1";"761.0";"764.1";"0.4";"96";"Wind blowing from the south";"1";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"12.1";"22.5";"";"";"";"";"";"30.0";"11.4";"No precipitation";"3";"";"";"";"";
"25.06.2022 03:00";"13.3";"760.8";"763.8";"0.3";"95";"Wind blowing from the south-southeast";"1";"";"";"no clouds";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"12.9";"22.6";"";"";"";"";"";"35.0";"12.5";"No precipitation";"3";"";"";"";"";
"25.06.2022 02:00";"13.7";"760.8";"763.8";"0.4";"95";"Wind blowing from the south-southwest";"1";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"13.4";"24.1";"";"";"";"";"";"35.0";"12.9";"No precipitation";"3";"";"";"";"";
"25.06.2022 01:00";"14.2";"760.6";"763.6";"0.3";"97";"Wind blowing from the south-east";"1";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"14.0";"25.4";"";"";"";"";"";"35.0";"13.7";"No precipitation";"3";"";"";"";"";
"25.06.2022 00:00";"15.5";"760.5";"763.5";"0.3";"94";"Wind blowing from the east";"1";"";"";"no clouds";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"15.2";"25.4";"";"";"";"";"";"35.0";"14.5";"No precipitation";"3";"";"";"";"";
"24.06.2022 23:00";"16.4";"760.4";"763.4";"0.4";"91";"Wind blowing from the south-east";"1";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"16.4";"25.4";"";"";"";"";"";"35.0";"15.0";"No precipitation";"3";"";"";"";"";
"24.06.2022 22:00";"18.6";"760.3";"763.3";"0.3";"81";"Wind blowing from the north";"1";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"18.6";"25.4";"";"";"";"";"";"35.0";"15.2";"No precipitation";"3";"";"";"";"";
"24.06.2022 21:00";"20.1";"760.2";"763.1";"0.1";"72";"Wind blowing from the north-northwest";"1";"";"";"10%  or less, but not 0";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"16.5";"25.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"35.0";"14.9";"No precipitation";"12";"";"";"";"";
"24.06.2022 20:00";"21.1";"760.0";"763.0";"-0.3";"66";"Wind blowing from the north";"2";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"14.1";"25.4";"";"";"";"";"";"35.0";"14.4";"No precipitation";"3";"";"";"";"";
"24.06.2022 19:00";"21.8";"760.0";"763.0";"-0.4";"66";"Wind blowing from the north";"2";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"14.0";"25.4";"";"";"";"";"";"35.0";"15.1";"No precipitation";"3";"";"";"";"";
"24.06.2022 18:00";"21.7";"760.1";"763.0";"-0.4";"66";"Wind blowing from the north";"2";"";"";"10%  or less, but not 0";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"13.5";"25.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"35.0";"15.1";"No precipitation";"3";"";"";"";"";
"24.06.2022 17:00";"21.5";"760.3";"763.3";"0.0";"67";"Wind blowing from the north";"2";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"12.6";"25.4";"";"";"";"";"";"35.0";"15.1";"No precipitation";"3";"";"";"";"";
"24.06.2022 16:00";"21.5";"760.4";"763.3";"0.1";"63";"Calm, no wind";"0";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"12.4";"25.4";"";"";"";"";"";"35.0";"14.2";"No precipitation";"3";"";"";"";"";
"24.06.2022 15:00";"20.6";"760.5";"763.4";"0.1";"71";"Wind blowing from the north";"3";"";"";"10%  or less, but not 0";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"12.4";"25.4";"";"";"";"";"";"35.0";"15.2";"No precipitation";"3";"";"";"";"";
"24.06.2022 14:00";"24.2";"760.3";"763.1";"0.0";"50";"Wind blowing from the west";"2";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"12.4";"25.4";"";"";"";"";"";"35.0";"13.2";"No precipitation";"3";"";"";"";"";
"24.06.2022 13:00";"23.7";"760.3";"763.3";"0.0";"53";"Wind blowing from the south-southwest";"2";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"12.3";"23.8";"";"";"";"";"";"35.0";"13.5";"No precipitation";"3";"";"";"";"";
"24.06.2022 12:00";"22.4";"760.4";"763.3";"0.1";"51";"Wind blowing from the south-west";"3";"";"";"10%  or less, but not 0";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"12.3";"23.0";"";"";"";"";"";"35.0";"11.6";"No precipitation";"3";"";"";"";"";
"24.06.2022 11:00";"21.2";"760.3";"763.3";"0.3";"59";"Wind blowing from the south-southwest";"2";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"12.3";"22.0";"";"";"";"";"";"35.0";"12.9";"No precipitation";"3";"";"";"";"";
"24.06.2022 10:00";"19.6";"760.3";"763.3";"0.5";"69";"Wind blowing from the south";"3";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"12.3";"19.7";"";"";"";"";"";"35.0";"13.8";"No precipitation";"3";"";"";"";"";
"24.06.2022 09:00";"16.8";"760.3";"763.3";"0.6";"80";"Wind blowing from the south-southwest";"2";"";"";"10%  or less, but not 0";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"12.3";"18.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"35.0";"13.3";"No precipitation";"12";"";"";"";"";
"24.06.2022 08:00";"14.2";"760.0";"763.0";"0.3";"92";"Wind blowing from the south-southwest";"4";"";"";"60%.";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"12.3";"19.2";"";"60%.";"100-200";"";"";"26.0";"12.9";"No precipitation";"3";"";"";"";"";
"24.06.2022 07:00";"14.7";"759.8";"762.8";"0.1";"90";"Wind blowing from the south-southwest";"2";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"12.3";"20.2";"";"";"";"";"";"35.0";"13.1";"No precipitation";"3";"";"";"";"";
"24.06.2022 06:00";"13.5";"759.7";"762.7";"0.1";"93";"Wind blowing from the south-southwest";"2";"";"";"10%  or less, but not 0";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"12.3";"22.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"35.0";"12.3";"No precipitation";"3";"";"";"";"";
"24.06.2022 05:00";"12.7";"759.7";"762.7";"0.3";"94";"Wind blowing from the south";"2";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"12.3";"23.5";"";"";"";"";"";"26.0";"11.7";"No precipitation";"3";"";"";"";"";
"24.06.2022 04:00";"12.7";"759.7";"762.7";"0.6";"97";"Wind blowing from the south-southwest";"2";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"12.3";"24.4";"";"";"";"";"";"12.0";"12.3";"No precipitation";"3";"";"";"";"";
"24.06.2022 03:00";"13.1";"759.6";"762.6";"0.7";"96";"Wind blowing from the south-southwest";"1";"";"";"10%  or less, but not 0";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"12.3";"24.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"12.4";"No precipitation";"3";"";"";"";"";
"24.06.2022 02:00";"12.9";"759.4";"762.4";"0.7";"94";"Wind blowing from the west-southwest";"1";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"12.3";"24.7";"";"";"";"";"";"14.0";"11.9";"No precipitation";"3";"";"";"";"";
"24.06.2022 01:00";"12.8";"759.1";"762.1";"0.6";"91";"Wind blowing from the south";"1";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"12.5";"24.7";"";"";"";"";"";"23.0";"11.4";"No precipitation";"3";"";"";"";"";
"24.06.2022 00:00";"13.4";"758.9";"761.9";"0.6";"90";"Wind blowing from the south";"1";"";"";"10%  or less, but not 0";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"13.2";"24.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"35.0";"11.7";"No precipitation";"3";"";"";"";"";
"23.06.2022 23:00";"14.6";"758.7";"761.7";"0.5";"86";"Wind blowing from the south-southeast";"1";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"14.4";"24.7";"";"";"";"";"";"35.0";"12.2";"No precipitation";"3";"";"";"";"";
"23.06.2022 22:00";"16.9";"758.5";"761.4";"0.9";"72";"Wind blowing from the west-northwest";"1";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"16.9";"24.7";"";"";"";"";"";"35.0";"11.7";"No precipitation";"3";"";"";"";"";
"23.06.2022 21:00";"18.1";"758.3";"761.3";"0.7";"66";"Wind blowing from the west";"2";"";"";"50%.";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"18.1";"24.7";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"35.0";"11.6";"No precipitation";"12";"";"";"";"";
"23.06.2022 20:00";"19.1";"758.2";"761.2";"0.8";"62";"Wind blowing from the west";"4";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"17.3";"24.7";"";"";"";"";"";"35.0";"11.6";"No precipitation";"3";"";"";"";"";
"23.06.2022 19:00";"19.5";"757.6";"760.6";"0.1";"74";"Wind blowing from the west";"4";"";"9";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"15.7";"24.7";"";"";"";"";"";"35.0";"14.8";"No precipitation";"3";"";"";"";"";
"23.06.2022 18:00";"22.4";"757.6";"760.5";"0.5";"61";"Wind blowing from the west-northwest";"3";"";"9";"50%.";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"13.8";"24.7";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"35.0";"14.6";"No precipitation";"3";"";"";"";"";
"23.06.2022 17:00";"22.6";"757.4";"760.3";"0.3";"54";"Wind blowing from the west";"3";"";"9";"60%.";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"12.6";"24.7";"";"60%.";"1000-1500";"";"";"35.0";"12.7";"No precipitation";"3";"";"";"";"";
"23.06.2022 16:00";"24.2";"757.5";"760.3";"0.4";"44";"Wind blowing from the west-southwest";"4";"";"9";"40%.";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"12.6";"24.7";"";"40%.";"1500-2000";"";"";"35.0";"11.3";"No precipitation";"3";"";"";"";"";
"23.06.2022 15:00";"24.1";"757.1";"760.0";"0.1";"44";"Wind blowing from the south-west";"3";"";"9";"60%.";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"12.6";"24.4";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"35.0";"10.9";"No precipitation";"3";"";"";"";"";
"23.06.2022 14:00";"22.5";"757.1";"760.0";"0.1";"49";"Wind blowing from the south-southwest";"4";"";"";"50%.";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"12.6";"23.4";"";"20–30%.";"1000-1500";"";"";"35.0";"11.1";"No precipitation";"3";"";"";"";"";
"23.06.2022 13:00";"21.7";"757.1";"760.0";"0.4";"52";"Wind blowing from the south-west";"4";"";"";"70 – 80%.";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"12.6";"23.0";"";"70 – 80%.";"1000-1500";"";"";"35.0";"11.4";"No precipitation";"3";"";"";"";"";
"23.06.2022 12:00";"21.4";"757.0";"760.0";"0.4";"54";"Wind blowing from the south-west";"4";"";"";"60%.";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"12.6";"22.2";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"35.0";"11.7";"No precipitation";"3";"";"";"";"";
"23.06.2022 11:00";"20.6";"757.0";"759.9";"0.5";"59";"Wind blowing from the west-southwest";"4";"";"";"20–30%.";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"11.6";"21.1";"";"20–30%.";"600-1000";"";"";"35.0";"12.2";"No precipitation";"3";"";"";"";"";
"23.06.2022 10:00";"20.2";"756.7";"759.7";"0.4";"59";"Wind blowing from the south-west";"4";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"11.6";"20.4";"";"";"";"";"";"35.0";"11.8";"No precipitation";"3";"";"";"";"";
"23.06.2022 09:00";"18.5";"756.6";"759.5";"0.6";"60";"Wind blowing from the south-west";"4";"";"";"40%.";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.6";"18.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"35.0";"10.5";"No precipitation";"12";"";"";"";"";
"23.06.2022 08:00";"17.3";"756.5";"759.5";"0.3";"63";"Wind blowing from the south-southwest";"3";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"11.6";"18.7";"";"";"";"";"";"35.0";"10.2";"No precipitation";"3";"";"";"";"";
"23.06.2022 07:00";"15.8";"756.3";"759.3";"0.3";"67";"Wind blowing from the south-west";"2";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"11.6";"19.9";"";"";"";"";"";"35.0";"9.7";"No precipitation";"3";"";"";"";"";
"23.06.2022 06:00";"13.8";"756.0";"759.0";"0.2";"67";"Wind blowing from the south-southwest";"2";"";"";"40%.";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.6";"20.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"35.0";"7.8";"No precipitation";"3";"";"";"";"";
"23.06.2022 05:00";"12.7";"756.2";"759.2";"0.4";"69";"Wind blowing from the south-west";"2";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"11.6";"21.1";"";"";"";"";"";"35.0";"7.2";"No precipitation";"3";"";"";"";"";
"23.06.2022 04:00";"13.7";"756.0";"758.9";"0.5";"62";"Wind blowing from the south-southeast";"3";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"11.6";"21.5";"";"";"";"";"";"35.0";"6.4";"No precipitation";"3";"";"";"";"";
"23.06.2022 03:00";"14.0";"755.8";"758.8";"0.3";"63";"Wind blowing from the south-southeast";"3";"";"";"40%.";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"11.6";"21.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"7.0";"No precipitation";"3";"";"";"";"";
"23.06.2022 02:00";"14.8";"755.8";"758.8";"0.3";"62";"Wind blowing from the south-southeast";"2";"";"";"90  or more, but not 100%";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"11.6";"21.9";"";"10%  or less, but not 0";"1500-2000";"";"";"35.0";"7.5";"No precipitation";"3";"";"";"";"";
"23.06.2022 01:00";"14.3";"755.5";"758.5";"-0.1";"66";"Wind blowing from the south-east";"2";"";"";"100%.";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"11.6";"21.9";"";"";"2500 or more, or no clouds.";"";"";"35.0";"7.9";"No precipitation";"3";"";"";"";"";
"23.06.2022 00:00";"12.9";"755.5";"758.5";"0.1";"72";"Wind blowing from the south-east";"2";"";"";"60%.";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"11.6";"21.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"35.0";"8.0";"No precipitation";"3";"";"";"";"";
"22.06.2022 23:00";"13.7";"755.5";"758.5";"0.3";"72";"Wind blowing from the south-east";"1";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"13.6";"21.9";"";"";"";"";"";"35.0";"8.7";"No precipitation";"3";"";"";"";"";
"22.06.2022 22:00";"16.7";"755.6";"758.6";"0.4";"57";"Wind blowing from the north-northeast";"1";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"16.7";"21.9";"";"";"";"";"";"35.0";"8.1";"No precipitation";"3";"";"";"";"";
"22.06.2022 21:00";"18.6";"755.4";"758.3";"0.4";"49";"Wind blowing from the north-northwest";"1";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"18.0";"21.9";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"35.0";"7.6";"No precipitation";"3";"";"";"";"";
"22.06.2022 20:00";"18.7";"755.2";"758.2";"0.3";"53";"Wind blowing from the north-west";"1";"";"";"90  or more, but not 100%";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"16.9";"21.9";"";"10%  or less, but not 0";"1500-2000";"";"";"35.0";"9.0";"No precipitation";"3";"";"";"";"";
"22.06.2022 19:00";"19.0";"755.2";"758.1";"0.3";"49";"Wind blowing from the north-west";"2";"";"";"40%.";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"14.5";"21.9";"";"40%.";"1500-2000";"";"";"35.0";"7.9";"No precipitation";"3";"";"";"";"";
"22.06.2022 18:00";"19.9";"755.0";"757.9";"0.0";"42";"Wind blowing from the north";"2";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"11.9";"21.9";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"35.0";"6.6";"No precipitation";"3";"";"";"";"";
"22.06.2022 17:00";"20.4";"754.9";"757.9";"-0.1";"42";"Wind blowing from the north";"3";"";"";"50%.";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"9.5";"21.9";"";"";"2000-2500";"";"";"35.0";"6.9";"No precipitation";"3";"";"";"";"";
"22.06.2022 16:00";"21.3";"754.9";"757.9";"0.0";"39";"Wind blowing from the north";"3";"";"";"60%.";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"8.5";"21.9";"";"60%.";"2500 or more, or no clouds.";"";"";"35.0";"6.7";"No precipitation";"3";"";"";"";"";
